state,county,pop_2020,pop_2021,pop_2022,Less than a high school diploma,High school diploma only,Some college or associate's degree,Bachelor's degree or higher,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,pov_2021,Percent Caucasian,Percent African American,Percent Indian,Percent Asian,Percent Pacific,avg_house_size,pop_density
Michigan,St. Clair,160375,160384,160151,9317,38260,44485,22155,8.2,33.5,38.9,19.4,17579.0,90.28370131247202,3.6440538184217344,2.254412215179434,0.8747849855086124,0.06067532222719668,2.44,85.4121095962139
Michigan,St. Joseph,60931,60850,60874,5404,14994,13882,6743,13.2,36.6,33.8,16.4,7422.0,85.10201580785491,3.53072728386741,2.0786103792659762,1.0906194473377857,0.09496967097604314,2.5,46.9689870712998
Michigan,Sanilac,40502,40604,40657,2918,12480,9333,4340,10.0,42.9,32.1,14.9,5805.0,93.29514508404544,0.8991454596675744,2.1410461076157383,0.4460512724199455,0.06103859517325571,2.37,16.5965684869053
Michigan,Schoolcraft,8056,8060,8188,605,2550,1852,1154,9.8,41.4,30.1,18.7,1103.0,84.42566002779064,0.555812876331635,13.142658638258453,0.6137100509495137,0.1621120889300602,2.36,2.65852149538412
Michigan,Shiawassee,68006,67998,68022,3840,17298,18326,8795,8.0,35.8,38.0,18.2,7248.0,92.76011802037522,1.2205644936814564,2.3743250013917496,0.7863385848688972,0.13221622223459334,2.44,49.8066302827947
Michigan,Tuscola,53310,53046,52945,3649,17211,12168,5446,9.5,44.7,31.6,14.2,6758.0,92.78341326012158,1.3228032018255398,2.2498350952881823,0.48847449770916157,0.062396377444600935,2.39,25.5559258661205
Michigan,Van Buren,75576,75703,75692,6089,16781,18026,11143,11.7,32.2,34.6,21.4,9968.0,81.99403130519521,4.3327851878920765,3.4435714720750346,0.9026128266033254,0.13277300688227053,2.55,47.816576982835
Michigan,Washtenaw,371817,364998,366376,10043,34379,56054,134255,4.3,14.6,23.9,57.2,43132.0,70.60326261851128,12.627917914696635,1.7610218580587669,10.058915265985098,0.15743743347278263,2.47,200.147034273147
Michigan,Wayne,1789129,1773073,1757043,149959,358049,389712,312420,12.4,29.6,32.2,25.8,344903.0,51.327579833857115,37.261533619387556,1.8367838819757085,4.1678974805653395,0.1032576615877839,2.57,1111.24397371973
Michigan,Wexford,33685,33940,34196,2218,8370,7992,4713,9.5,35.9,34.3,20.2,5097.0,92.45468873128448,1.246763480806034,2.558257345491388,0.9934706743217382,0.0816165709782731,2.51,22.6299619987434
Minnesota,Aitkin,15718,15945,16126,997,4602,4517,2107,8.2,37.7,37.0,17.2,1703.0,92.64408648251363,0.8146015802045692,3.870888711949531,0.5818582715746922,0.14087094996018865,2.02,3.35577468125594
Minnesota,Anoka,364458,367416,368864,14435,67611,87316,77093,5.9,27.4,35.4,31.3,24537.0,77.78189100462995,8.91310551198106,2.267416302260475,6.046700549372861,0.12905249248693407,2.72,317.892594920879
Minnesota,Becker,35194,35326,35371,1695,6982,9100,6183,7.1,29.1,38.0,25.8,3929.0,85.27183304532767,1.0687225840755017,10.90788249368603,0.8267978200186096,0.17280340289778012,2.47,9.91557781396003
Minnesota,Beltrami,46243,46420,46799,1994,7813,9908,8616,7.0,27.6,35.0,30.4,6816.0,72.09561882343391,1.950120741086467,22.69932425576818,1.1424744820308854,0.11363866961586072,2.54,7.10897123199923
Minnesota,Benton,41357,41496,41463,2358,7809,10729,6192,8.7,28.8,39.6,22.9,3547.0,87.43773957353042,5.935685266371336,1.9693804944109075,1.7513255445635458,0.07804071889273992,2.4,37.6166677346898
Minnesota,Big Stone,5158,5162,5144,301,1444,1240,752,8.1,38.6,33.2,20.1,642.0,92.9158878504673,1.4205607476635513,2.2056074766355143,0.6355140186915887,0.3177570093457944,2.14,3.87977137973776
Minnesota,Blue Earth,69211,69361,69631,2099,10092,13809,14338,5.2,25.0,34.2,35.5,8653.0,84.60143683292353,6.70613607329771,1.4684267641039024,3.3709254247997915,0.17033201005508317,2.42,34.244241587739
Minnesota,Brown,25903,25883,25723,1208,6317,5983,4186,6.8,35.7,33.8,23.7,2274.0,93.77514528386232,0.9909104455371777,0.9685590821040084,0.7450454477723141,0.04097749962747728,2.24,15.9290390909683
Minnesota,Carlton,36193,36455,36708,1573,8281,9494,6086,6.2,32.6,37.3,23.9,3605.0,86.32143324179417,2.110631620243233,8.735451811167778,0.9363148947299594,0.19877075977507522,2.49,15.9317401410893
Minnesota,Carver,107284,108826,110034,2634,12397,19788,34388,3.8,17.9,28.6,49.7,4979.0,86.72886452069332,2.817474354439335,1.2371772196674922,4.364166961443226,0.10169791298195968,2.78,109.460627916026
Minnesota,Cass,30142,30638,31274,1395,7093,8081,5305,6.4,32.4,36.9,24.3,3566.0,82.83250919234183,0.798782807151008,13.702928870292888,0.6846709775580069,0.0697350069735007,2.2,5.5432126481401
Minnesota,Chippewa,12596,12390,12284,786,2890,3275,1656,9.1,33.6,38.1,19.2,1290.0,84.787033546928,1.2137203166226913,2.4500565397663023,0.7387862796833773,2.2615906520919715,2.3,7.97972460544534
Minnesota,Chisago,56713,57544,57988,1832,12787,15820,8773,4.7,32.6,40.3,22.4,3659.0,90.80957657566906,2.1456633423995166,2.175883952855848,1.9509082972364933,0.1511030522816561,2.63,50.9278996405748
Minnesota,Clay,65332,65665,65929,2030,8818,14502,14257,5.1,22.3,36.6,36.0,8064.0,85.25872876349122,5.661628024266179,3.7393547271495886,1.802671585227027,0.14842140150150582,2.48,23.1990454770267
Minnesota,Clearwater,8571,8574,8649,792,2083,1895,1025,13.7,35.9,32.7,17.7,1185.0,84.60434830592651,1.1588124931023065,12.029577309347754,0.640105948570798,0.1986535702461097,2.51,3.40665479963699
Minnesota,Cook,5595,5623,5708,152,1058,1321,1863,3.5,24.1,30.1,42.4,540.0,83.77833753148614,1.3266162888329136,10.428211586901764,1.276238455079765,0.23509655751469352,1.94,1.41188074685143
Minnesota,Cottonwood,11509,11578,11356,695,2696,2685,1738,8.9,34.5,34.4,22.2,1364.0,83.67632532104051,1.6463615409944024,1.7204478103391505,4.066513006256174,0.9137306552518933,2.28,6.86083375196214
Minnesota,Crow Wing,66277,67345,67948,2838,13821,18360,12228,6.0,29.3,38.9,25.9,7114.0,93.1730518256431,1.2760650793190453,2.396972245584525,0.9381978480902525,0.10150517676401496,2.36,24.6949530066956
Minnesota,Dakota,440393,442773,443341,14490,59045,94193,127587,4.9,20.0,31.9,43.2,22043.0,76.10531115041856,8.645764293162332,1.7890990758995098,6.30638427213894,0.15873082881977718,2.59,287.086261144252
Minnesota,Dodge,20895,20964,20981,568,4337,4970,3882,4.1,31.5,36.1,28.2,1240.0,91.51033821717103,1.177598247295632,1.4149436304714957,1.2232415902140672,0.0912866858368707,2.65,18.0904903307604
Minnesota,Douglas,39089,39305,39668,1290,8281,10679,7451,4.7,29.9,38.6,26.9,3580.0,94.52993150004964,1.193785366822198,1.263278070088355,0.9431152586121314,0.09182964360170753,2.23,22.5584307423478
Minnesota,Faribault,13901,13910,13926,735,3424,3710,1996,7.5,34.7,37.6,20.2,1540.0,91.2575425123423,1.0833790455293473,1.5222161272627537,0.6993965990126165,0.12342292923752057,2.22,7.53044567151137
Minnesota,Fillmore,21234,21303,21414,1217,4766,5265,3243,8.4,32.9,36.3,22.4,2574.0,95.47409848068827,0.8237232289950577,0.9747391543108183,0.6772835438403808,0.045762401610836535,2.38,9.36368028056348
Minnesota,Freeborn,30902,30808,30718,2588,7629,8088,3685,11.8,34.7,36.8,16.8,3074.0,84.68287333211478,2.239078779016633,1.4988119173825625,3.9724608542009383,0.10662279900079205,2.31,16.6642661174271
Minnesota,Goodhue,47575,48018,48013,1882,11271,11493,8942,5.6,33.6,34.2,26.6,3771.0,90.10823812387252,2.295049108037683,2.4834636199639206,1.1605532170775705,0.13830426939266385,2.34,23.5766027557256
Minnesota,Grant,6094,6161,6136,308,1404,1792,798,7.2,32.6,41.7,18.5,608.0,93.71843434343434,0.9311868686868686,1.7045454545454544,0.8522727272727272,0.3472222222222222,2.25,4.18526828881064
Minnesota,Hennepin,1281568,1266736,1260121,54200,138698,232592,458141,6.1,15.7,26.3,51.8,124666.0,67.9883429255604,14.499084263021983,2.216757515602317,8.433332391142537,0.14516985888156153,2.4,861.285007801729
Minnesota,Houston,18851,18829,18800,613,4566,4820,3398,4.6,34.1,36.0,25.4,1373.0,94.88009038155396,1.2376110511990963,1.335182046936784,0.944898063986032,0.07702973347712216,2.25,13.0530021091792
Minnesota,Hubbard,21392,21745,21960,862,4465,5557,4555,5.6,28.9,36.0,29.5,2202.0,90.14690870356398,1.136212329679109,5.188407083573743,0.7944609648928144,0.1908481647507878,2.37,8.69850643104635
Minnesota,Isanti,41385,41951,42727,2256,9667,10868,5277,8.0,34.4,38.7,18.8,3516.0,92.14953704778038,1.4642749402455155,2.0513772538463324,1.6847283781588656,0.10210475019144642,2.61,34.5338418775747
Minnesota,Itasca,45035,45058,45205,1829,9923,12616,8188,5.6,30.5,38.8,25.2,5390.0,89.90960380880472,0.9626879758384194,6.239644287841608,0.7676335493613541,0.11535476834665156,2.28,6.54326994178345
Minnesota,Jackson,9992,10015,9893,510,2523,2517,1577,7.2,35.4,35.3,22.1,1012.0,91.23245529705825,1.865025956546818,1.1824649105941165,2.1534320323014806,0.04806767929244376,2.26,5.51823936125963
Minnesota,Kanabec,16049,16187,16463,1140,4272,4335,1697,10.0,37.3,37.9,14.8,2027.0,94.0461215932914,0.9104522312069482,2.2401916741539383,0.9523809523809524,0.04192872117400419,2.45,11.8460391110941
Minnesota,Kandiyohi,43726,43865,43839,2570,7933,11282,7365,8.8,27.2,38.7,25.3,5345.0,80.95898891996328,6.206101492282403,1.5050916931747826,1.5584637390320446,0.15157661023462352,2.49,20.655284769341
Minnesota,Kittson,4198,4162,4059,128,1092,985,776,4.3,36.6,33.0,26.0,395.0,94.28702010968921,1.0968921389396709,1.576782449725777,0.9140767824497258,0.34277879341864714,2.17,1.52393839769303
Minnesota,Koochiching,12025,11944,11844,704,3157,3854,1487,7.7,34.3,41.9,16.2,1597.0,91.15245721463337,0.9734652221698854,5.1028418904066575,0.5966399748783168,0.1413094677343382,2.21,1.57266233354039
Minnesota,Lac qui Parle,6702,6715,6689,294,1848,1813,954,6.0,37.6,36.9,19.4,639.0,93.53634013214594,0.9480034472852629,1.235277219189888,1.0485492674518817,0.12927319735708132,2.14,3.41829955714973
Minnesota,Lake,10918,11009,10939,536,2553,2929,2117,6.6,31.4,36.0,26.0,953.0,94.53200669190808,0.545918816588888,1.840274720436735,0.8452936514924717,0.09685656423351237,1.99,1.93466071696851
Minnesota,Lake of the Woods,3764,3821,3871,68,929,1198,617,2.4,33.0,42.6,21.9,391.0,92.60651629072682,1.1779448621553885,2.531328320802005,1.5288220551378446,0.20050125313283207,2.37,1.13313776698312
Minnesota,Le Sueur,28639,28918,29153,1023,6769,7193,4680,5.2,34.4,36.6,23.8,1925.0,90.84675014907573,1.421188630490956,1.5305108328364143,0.9209567349102233,0.1258861723978003,2.54,24.0807232105093
Minnesota,Lincoln,5628,5563,5580,248,1492,1407,837,6.2,37.4,35.3,21.0,482.0,95.35283993115318,0.7917383820998278,1.2564543889845095,0.998278829604131,0.10327022375215145,2.24,4.1049942086746
Minnesota,Lyon,25170,25267,25262,1126,4725,5943,4332,7.0,29.3,36.9,26.9,2555.0,83.3050559891415,4.430117256720583,1.5005843984466312,5.22188289409192,0.09802812653168946,2.44,13.9646482888375
Minnesota,McLeod,36738,36807,36714,1575,8615,10289,4895,6.2,34.0,40.5,19.3,2725.0,90.54231611490403,1.1516166430503672,1.5226072394692773,1.089784876980549,0.1520030915883035,2.38,28.1434691540873
Minnesota,Mahnomen,5372,5387,5328,444,1198,1211,424,13.5,36.6,37.0,12.9,997.0,48.9275268118297,0.7474813129671758,48.91127721806955,0.21124471888202798,0.032499187520311994,2.81,3.81072853839715
Minnesota,Marshall,9026,8979,8861,517,2463,2121,1217,8.2,39.0,33.6,19.3,828.0,93.62107267534117,0.4654607003067809,2.126309108219613,0.49719665714587963,0.10578652279699566,2.34,2.04290071223293
Minnesota,Martin,19982,19899,19650,954,5053,5197,3080,6.7,35.4,36.4,21.6,2117.0,91.61965771106225,1.214265226121044,1.3481212352997418,1.0278229276221436,0.12429486566593365,2.27,10.8210181728853
Minnesota,Meeker,23431,23391,23496,964,5642,6117,3094,6.1,35.7,38.7,19.6,1991.0,93.36177894477721,0.8451628784770657,1.3374907688520554,0.44719783375728234,0.11077377533437269,2.47,14.6543651681196
Minnesota,Mille Lacs,26462,26892,27280,1771,6513,7019,2936,9.7,35.7,38.5,16.1,2869.0,88.03984321622497,0.9888884893379841,7.468805063109066,1.0104642381962674,0.10428278614836924,2.49,17.3554637244115
Minnesota,Morrison,33995,34071,34246,1903,9082,8356,4206,8.1,38.6,35.5,17.9,3398.0,94.79495717009591,1.0671903013745412,1.6562793477332878,0.5577847975184268,0.07399186089530152,2.4,11.3072127670083
Minnesota,Mower,40054,40214,40140,2838,8689,8896,6326,10.6,32.5,33.3,23.6,4590.0,77.89875433174113,4.671255970778308,1.3978645686990727,5.4181886297649156,0.7024445068839561,2.51,21.4955796920245
Minnesota,Murray,8172,8145,8060,578,2116,1909,1243,9.9,36.2,32.7,21.3,698.0,92.44254915896707,0.7936507936507936,1.1490168206586115,1.5162283819000237,0.08291873963515754,2.22,4.57682632561572
Minnesota,Nicollet,34504,34373,34441,1118,5412,7876,7830,5.0,24.3,35.4,35.2,3141.0,86.67998667998667,5.505605505605506,1.3847263847263849,2.0424020424020424,0.10267510267510267,2.42,29.0736891062961
Minnesota,Nobles,22207,22047,21947,2964,4355,4347,2328,21.2,31.1,31.1,16.6,2460.0,61.39925142927651,4.639493275202566,2.9284744786739605,6.276477604573685,0.25912063505120714,2.71,11.7915755425184
Minnesota,Norman,6435,6442,6377,351,1561,1586,979,7.8,34.9,35.4,21.9,744.0,90.16489128848679,0.8463446665693857,4.567342769589961,0.7150153217568949,0.18969794250693126,2.31,2.9015540306226
Minnesota,Olmsted,163028,163620,164020,5482,21345,30691,51314,5.0,19.6,28.2,47.1,12458.0,78.64898232334887,7.67930493377025,1.42093967785111,7.222965800526146,0.13442100890755526,2.48,90.4328724869858
Minnesota,Otter Tail,60072,60222,60519,3134,11588,16378,11405,7.4,27.3,38.5,26.8,5630.0,91.441721210963,1.9269663816030451,1.8871530266112466,0.9459653146051312,0.10192218877900404,2.35,11.3552531594646
Minnesota,Pennington,13950,13806,13845,477,3026,4235,1895,5.0,31.4,44.0,19.7,1347.0,88.93757583928812,2.0426048267493595,3.9840906026695424,1.3482540110556829,0.17527302143723877,2.33,8.88204931571274
Minnesota,Pine,28889,29034,29446,1869,8854,7424,3274,8.7,41.3,34.7,15.3,3031.0,88.20669491803818,2.3093853684175945,5.660129430702013,1.2778818041457245,0.13468677113104036,2.57,7.96914881578951
Minnesota,Pipestone,9414,9352,9355,528,2270,2179,1275,8.4,36.3,34.9,20.4,965.0,86.40266693605415,2.1618345287402767,3.212445701586019,1.0405091423376098,0.09091827457318921,2.25,7.62564603875476
Minnesota,Polk,31083,30817,30731,1521,6329,7537,5692,7.2,30.0,35.8,27.0,3658.0,87.57113451991768,3.57186100012108,3.390240949267466,1.0200992856278,0.15740404407313235,2.42,6.18818067058906
Minnesota,Pope,11326,11418,11431,444,2503,3404,1814,5.4,30.7,41.7,22.2,970.0,95.41820682541046,0.8424310152153357,1.1690879394825067,0.7134874924782945,0.051577409094816465,2.17,6.33168841796356
Minnesota,Ramsey,551699,542861,536413,33267,74670,98417,161410,9.0,20.3,26.8,43.9,68409.0,61.26799738494867,14.166149874709463,2.2807751711295645,15.717534120873857,0.17528910938679063,2.52,1373.48668948003
Minnesota,Red Lake,3940,3932,3874,151,980,1125,485,5.5,35.8,41.0,17.7,353.0,91.94647201946472,1.167883211678832,3.454987834549878,0.8029197080291971,0.26763990267639903,2.35,3.57879726665573
Minnesota,Redwood,15408,15397,15361,741,3916,3768,1992,7.1,37.6,36.2,19.1,1410.0,85.90732399580429,1.0859505152094775,7.379527364718949,3.257851545628432,0.21595606836552106,2.4,6.73744008723931
Minnesota,Renville,14697,14628,14525,969,3732,3928,1643,9.4,36.3,38.2,16.0,1514.0,89.49903660886321,1.014771997430957,1.8175979447655748,0.9441233140655105,0.11560693641618498,2.32,5.78259087840044
Minnesota,Rice,67086,67375,67693,3273,14018,12952,12314,7.7,32.9,30.4,28.9,5661.0,79.23580602736659,6.98995438900859,1.7139099532697204,2.8905616028206063,0.17069144024400482,2.49,51.2102658834513
Minnesota,Rock,9684,9674,9537,366,2056,2402,1672,5.6,31.7,37.0,25.7,913.0,92.22691137501226,1.3740308175483364,2.208263813916969,1.1286681715575622,0.2355481401511434,2.3,7.53304708261264
Minnesota,Roseau,15293,15260,15292,689,3788,3882,2091,6.6,36.2,37.1,20.0,1487.0,89.75873647556274,1.1690088297475438,3.171247357293869,3.1525929610744936,0.16167143390125607,2.54,3.57133624327637
Minnesota,St. Louis,200064,199332,199532,7360,34695,52182,42732,5.4,25.3,38.1,31.2,26441.0,88.70813939216556,3.0703286535683603,4.502110142847701,1.512505074728325,0.13784378333978495,2.23,12.3646114504415
Minnesota,Scott,151350,153408,154520,4921,19853,31214,40994,5.1,20.5,32.2,42.3,7034.0,78.40945841729481,6.297733661716048,2.2240465706396,7.404159514391622,0.16667910540587608,2.92,155.385852169749
Minnesota,Sherburne,97580,99248,100824,3615,17393,25878,16349,5.7,27.5,40.9,25.9,5756.0,88.19873958597545,4.49241995590502,1.8730610891069792,2.0525627768130645,0.15608842409224824,2.87,83.1506191730218
Minnesota,Sibley,14810,14927,14955,763,3960,3879,1762,7.4,38.2,37.4,17.0,1322.0,89.83820425912899,1.1127454115239497,1.4452900172667391,0.8889173115047644,0.10232141715162756,2.43,9.77788650197724
Minnesota,Stearns,158467,159144,160405,7563,26506,35529,28006,7.7,27.2,36.4,28.7,20682.0,82.91191258944112,9.227543028427771,1.3972152388319474,2.5079771804293176,0.12630535679752466,2.53,45.0906361077148
Minnesota,Steele,37375,37409,37398,2101,7511,8530,7034,8.3,29.8,33.9,27.9,3345.0,86.27947620374357,4.353993059952889,1.172715989969859,1.4791925229857399,0.18236620146399532,2.49,32.9590235430063
Minnesota,Stevens,9666,9704,9637,378,1853,1922,1638,6.5,32.0,33.2,28.3,1051.0,85.52928480329638,1.5402727361915038,3.4435396840969292,1.2557637594427549,0.04905327185323261,2.59,6.70254310186663
Minnesota,Swift,9804,9781,9755,610,2266,2523,1426,8.9,33.2,37.0,20.9,1035.0,89.4782947245474,1.8201284796573876,1.255596651742262,1.109597041074557,1.3334631107650379,2.19,4.89678992276453
Minnesota,Todd,25277,25307,25538,2123,6865,5855,2529,12.2,39.5,33.7,14.6,3262.0,88.51295219394305,1.3745185408957028,1.355637791707575,0.6797069707726002,0.3398534853863001,2.45,9.98591971836268
Minnesota,Traverse,3361,3287,3275,154,853,993,349,6.6,36.3,42.3,14.9,402.0,85.36379018612521,1.7484489565707841,7.952622673434856,1.1562323745064862,0.1410039481105471,2.05,2.24514089226252
Minnesota,Wabasha,21400,21514,21658,860,4989,5428,4124,5.6,32.4,35.2,26.8,1573.0,93.72187218721872,1.008100810081008,1.3006300630063008,0.8415841584158417,0.10801080108010801,2.4,15.873592045148
Minnesota,Wadena,14119,14184,14307,871,3236,3669,1559,9.3,34.7,39.3,16.7,1748.0,93.24204646093058,1.805300088561891,2.479732951835956,0.592683425301451,0.1158117037945364,2.33,9.82468480654778
Minnesota,Waseca,18964,18992,18893,945,4572,4683,2956,7.2,34.8,35.6,22.5,1597.0,90.05577609165368,2.703381739611075,1.8039294507813677,0.9245766544394753,0.18089543239033215,2.38,17.1535908769826
Minnesota,Washington,268372,272610,275912,6702,34884,53121,84393,3.7,19.5,29.7,47.1,13900.0,79.76800515232975,6.271701388888889,1.805415546594982,7.691742271505377,0.14770945340501793,2.68,254.433333118759
Minnesota,Watonwan,11231,11158,11075,972,2748,2435,1426,12.8,36.2,32.1,18.8,1269.0,74.84607906675308,0.8425145819831497,1.6040181464679195,1.1503564484769928,0.1458198314970836,2.51,9.7405618873084
Minnesota,Wilkin,6482,6410,6350,266,1549,1691,1010,5.9,34.3,37.4,22.4,621.0,91.94729136163983,1.2005856515373352,3.4553440702781844,0.629575402635432,0.07320644216691069,2.19,3.26104857150055
Minnesota,Winona,49640,49750,49478,2057,7965,11087,9861,6.6,25.7,35.8,31.8,5684.0,89.91604729079215,2.7419416952285594,1.2419609504370932,2.3741672122309083,0.10782916778988717,2.4,31.3553294053441
Minnesota,Wright,141860,145143,148003,4947,26034,30824,28900,5.5,28.7,34.0,31.9,7005.0,90.04633833034052,2.793750714578752,1.468165096274775,2.0922865847507213,0.09684643786695721,2.79,77.5247368692197
Minnesota,Yellow Medicine,9504,9446,9486,515,2227,2722,1212,7.7,33.4,40.8,18.2,984.0,89.07764564804637,1.548915758968722,4.986509443389627,0.6895173378634956,0.1399020685520136,2.3,5.01916785515268
Mississippi,Adams,29419,28804,28408,4260,7089,5854,3758,20.3,33.8,27.9,17.9,6846.0,38.23674597689802,56.57682561621746,1.1682627439365518,0.7075394082996017,0.11188995294040215,2.55,26.3448360714935
Mississippi,Alcorn,34727,34429,34204,4606,7596,7229,4804,19.0,31.3,29.8,19.8,5712.0,81.03834351588202,13.261272219611312,1.8632681834517457,0.7519420562297846,0.07464130705222127,2.52,35.8842061373607
Mississippi,Amite,12699,12644,12619,1358,4019,2936,986,14.6,43.2,31.6,10.6,2747.0,58.98320680929376,38.20259182578023,1.2729085192853309,0.46008741660915575,0.06901311249137336,2.47,6.59350817495355
Mississippi,Attala,17816,17706,17509,2264,4175,4014,1576,18.8,34.7,33.4,13.1,3902.0,53.429445172564435,42.84622105723023,1.0867190913062474,0.7536041939711665,0.081913499344692,2.56,9.76134176582837
Mississippi,Benton,7661,7630,7550,1417,1762,1840,514,25.6,31.8,33.3,9.3,1499.0,60.719677906391546,35.392551585304474,1.509813789632612,0.21389028686462003,0.012581781580271767,2.69,7.83662888883593
Mississippi,Bolivar,30827,30180,29370,3998,5030,6164,5190,19.6,24.7,30.2,25.5,9905.0,33.9037869748163,62.08001004835773,0.9357533128179363,1.0268165546693462,0.03140111787979652,2.55,14.3542847108247
Mississippi,Calhoun,13222,12936,12781,1991,3188,2879,1139,21.6,34.7,31.3,12.4,2888.0,67.01308139534883,26.380813953488374,1.3880813953488371,0.24709302325581395,0.050872093023255814,2.47,9.59111735125637
Mississippi,Carroll,9930,9817,9731,1424,2539,2331,1084,19.3,34.4,31.6,14.7,1509.0,65.70456754130224,30.369290573372204,1.282798833819242,0.7191448007774538,0.13605442176870747,2.72,6.22456022879746
Mississippi,Chickasaw,17078,16973,16812,2671,4039,3259,1423,23.4,35.5,28.6,12.5,3288.0,51.59481049232338,43.555605914679056,1.1047532717693047,0.4928899212509206,0.0396578097558212,2.63,13.2955346697121
Mississippi,Choctaw,8208,8113,8037,1066,2201,1486,1084,18.3,37.7,25.5,18.6,1674.0,68.32748538011695,28.64327485380117,1.567251461988304,0.42105263157894735,0.08187134502923976,2.58,7.68241742057477
Mississippi,Claiborne,9099,8898,8805,931,1495,1561,1077,18.4,29.5,30.8,21.3,2530.0,11.714716006884682,87.0697074010327,0.39802065404475045,0.16135972461273665,0.10757314974182443,2.79,7.22433449202919
Mississippi,Clarke,15546,15457,15271,1613,4066,3856,1345,14.8,37.4,35.4,12.4,2828.0,64.49925261584455,33.00323866467364,1.1584454409566518,0.2428998505231689,0.13079222720478326,2.54,8.89247572919536
Mississippi,Clay,18621,18500,18380,2136,4375,3852,2538,16.6,33.9,29.9,19.7,4161.0,39.64323189926548,57.65477439664218,0.9548793284365164,0.4302203567681007,0.0472193074501574,2.52,18.650441545814
Mississippi,Coahoma,21230,20732,20197,2584,3415,5222,2532,18.8,24.8,38.0,18.4,7660.0,21.150592216582066,75.86774591850734,0.6996844560296337,0.736269264188046,0.06402341427722139,2.64,16.633830203238
Mississippi,Copiah,28268,27927,27719,3023,6050,6185,3392,16.2,32.4,33.2,18.2,5710.0,44.50447985773887,50.43088708022707,1.0943163942274812,0.5027015935982492,0.12311059435059162,2.88,14.2666342563733
Mississippi,Covington,18298,18250,18098,1923,3876,4453,1918,15.8,31.8,36.6,15.8,3586.0,61.1772838455812,35.08986493672232,0.9305540784855897,0.6912687440178666,0.0850792300329682,2.77,17.8123420418307
Mississippi,DeSoto,186107,189042,191723,10708,35150,43037,31380,8.9,29.2,35.8,26.1,20337.0,60.81261146757959,30.118283758020542,1.8085935097681476,2.192451979254218,0.14811094483507922,2.83,142.771871645678
Mississippi,Forrest,78185,77883,78110,5338,12421,16723,14043,11.0,25.6,34.5,28.9,15097.0,56.92572130141191,36.208717004297114,1.6034376918354818,1.3492940454266422,0.11049723756906078,2.55,62.5636429335016
Mississippi,Franklin,7665,7689,7642,875,1623,2012,851,16.3,30.3,37.5,15.9,1682.0,63.99643402954661,33.77483443708609,1.1334691798267957,0.3183902190524707,0.07641365257259297,2.55,5.31061743528365
Mississippi,George,24364,24793,25206,2416,5486,5839,2172,15.2,34.5,36.7,13.6,3960.0,86.94037222902755,7.6974750069150835,2.378788477496345,0.5176433397874106,0.04346623463863753,3.15,19.1237863104343
Mississippi,Greene,13530,13643,13552,2222,3492,3067,1067,22.6,35.5,31.1,10.8,2352.0,73.30121521535918,23.3191917739268,1.481268425972532,0.3595311713525563,0.06471561084346013,2.45,7.42912218997096
Mississippi,Grenada,21572,21312,21088,2679,4521,4678,3047,17.9,30.3,31.3,20.4,4667.0,53.398406017730814,43.41810692218143,1.3253335721321753,0.626846959792245,0.04477478284230321,2.54,19.4623374427885
Mississippi,Hancock,46117,46046,46094,3677,9823,11654,7987,11.1,29.6,35.2,24.1,7913.0,82.65138118177939,9.370490070532755,2.756265625952802,1.4370794967172795,0.1260239445494644,2.37,38.0046385975804
Mississippi,Harrison,208811,209642,211044,15165,39204,50036,33822,11.0,28.4,36.2,24.5,36796.0,63.11247636211902,25.03928549233378,2.405071157790069,3.771407264042899,0.284542379502295,2.51,136.381847942863
Mississippi,Hinds,226763,222508,217730,17846,34347,51547,46316,11.9,22.9,34.4,30.9,54213.0,27.057475490720034,68.99538673997718,0.8726287031138437,1.1680654663924648,0.055581446058206606,2.62,107.326458837202
Mississippi,Holmes,16879,16476,16121,2453,3874,3229,1385,22.4,35.4,29.5,12.7,5918.0,15.075928171372482,83.65956463999076,0.6409146024597263,0.19631618453721345,0.040418037992955715,2.77,9.22298894455853
Mississippi,Humphreys,7735,7548,7333,1227,1541,1470,939,23.7,29.8,28.4,18.1,2489.0,19.68789013732834,78.12734082397003,0.9737827715355805,0.32459425717852686,0.16229712858926343,2.66,7.87768938748075
Mississippi,Issaquena,1325,1297,1273,380,357,160,42,40.5,38.0,17.0,4.5,436.0,39.812814974802016,55.65154787616991,1.2239020878329734,0.8639308855291578,0.5039596832253419,2.17,1.24137336302149
Mississippi,Itawamba,23862,23866,23903,2646,5644,5430,2364,16.5,35.1,33.8,14.7,3005.0,88.99540967624,7.368891416500792,1.5639598651338504,0.357476540602023,0.04062233415932079,2.57,17.0153185760814
Mississippi,Jackson,143377,144438,144975,11074,27711,36820,22530,11.3,28.2,37.5,23.0,21019.0,67.50262117650124,21.186920817676825,2.4186458448654244,2.918785858020149,0.1947159686631023,2.74,75.8607419423292
Mississippi,Jasper,16352,16265,16167,1469,4765,3332,1680,13.1,42.4,29.6,14.9,2704.0,46.92717371791036,50.90060439231644,0.9095805158278979,0.20944288193405539,0.03590449404583807,2.46,9.4373156284519
